Product Name,Pack size,CFA region,CFA,Jan -2026 (in kL)
SKU_046,1 X 210 LT,East,Kolkata CFA,0.672
SKU_046,1 X 210 LT,East,Guwahati CFA,0.672
SKU_046,1 X 210 LT,East,Kanpur CFA,1.5120000000000002
SKU_046,1 X 210 LT,East,Jamshedpur CFA,0.336
SKU_046,1 X 210 LT,North,Rajpura CFA,2.352
SKU_046,1 X 210 LT,North,Haryana CFA,7.224
SKU_046,1 X 210 LT,South,Bangalore CFA,12.264000000000001
SKU_046,1 X 210 LT,South,Hyderabad CFA,4.5360000000000005
SKU_046,1 X 210 LT,West,Bhiwandi CFA,2.52
SKU_046,1 X 210 LT,West,Ahmedabad CFA,0.8400000000000001
SKU_047,1 X 195 LT,East,Kolkata CFA,1.2480000000000002
SKU_047,1 X 195 LT,East,Kanpur CFA,0.31200000000000006
SKU_047,1 X 195 LT,East,Jamshedpur CFA,1.2480000000000002
SKU_047,1 X 195 LT,North,Rajpura CFA,3.12
SKU_047,1 X 195 LT,North,Haryana CFA,12.324
SKU_047,1 X 195 LT,South,Bangalore CFA,0.78
SKU_047,1 X 195 LT,South,Hyderabad CFA,1.2480000000000002
SKU_047,1 X 195 LT,West,Bhiwandi CFA,17.472
SKU_047,1 X 195 LT,West,Ahmedabad CFA,2.652
SKU_048,1 X 210 LT,East,Kolkata CFA,0
SKU_048,1 X 210 LT,East,Guwahati CFA,0
SKU_048,1 X 210 LT,East,Kanpur CFA,0
SKU_048,1 X 210 LT,East,Jamshedpur CFA,0
SKU_048,1 X 210 LT,North,Rajpura CFA,0
SKU_048,1 X 210 LT,North,Haryana CFA,0
SKU_048,1 X 210 LT,South,Bangalore CFA,0
SKU_048,1 X 210 LT,South,Hyderabad CFA,0
SKU_048,1 X 210 LT,West,Bhiwandi CFA,0
SKU_048,1 X 210 LT,West,Ahmedabad CFA,0
SKU_049,1 X 210 LT,East,Kolkata CFA,1.344
SKU_049,1 X 210 LT,East,Guwahati CFA,4.032
SKU_049,1 X 210 LT,East,Kanpur CFA,1.344
SKU_049,1 X 210 LT,East,Jamshedpur CFA,1.512
SKU_049,1 X 210 LT,North,Rajpura CFA,1.008
SKU_049,1 X 210 LT,North,Haryana CFA,2.856
SKU_049,1 X 210 LT,South,Bangalore CFA,6.048
SKU_049,1 X 210 LT,South,Hyderabad CFA,1.6800000000000002
SKU_049,1 X 210 LT,West,Bhiwandi CFA,2.52
SKU_049,1 X 210 LT,West,Ahmedabad CFA,0.8400000000000001
SKU_050,1 X 195 LT,East,Kolkata CFA,0.15600000000000003
SKU_050,1 X 195 LT,East,Kanpur CFA,0.9359999999999999
SKU_050,1 X 195 LT,North,Rajpura CFA,2.34
SKU_050,1 X 195 LT,North,Haryana CFA,7.175999999999999
SKU_050,1 X 195 LT,South,Bangalore CFA,8.736000000000002
SKU_050,1 X 195 LT,South,Hyderabad CFA,0.6240000000000001
SKU_050,1 X 195 LT,West,Bhiwandi CFA,3.12
SKU_050,1 X 195 LT,West,Ahmedabad CFA,2.652
SKU_051,240 X 40 ML,East,Kolkata CFA,0.113024
SKU_051,240 X 40 ML,East,Guwahati CFA,0.15360000000000001
SKU_051,240 X 40 ML,East,Kanpur CFA,0.289824
SKU_051,240 X 40 ML,East,Jamshedpur CFA,0.084416
SKU_051,240 X 40 ML,North,Rajpura CFA,1.32864
SKU_051,240 X 40 ML,North,Haryana CFA,0.391456
SKU_051,240 X 40 ML,South,Bangalore CFA,3.128
SKU_051,240 X 40 ML,South,Hyderabad CFA,17.942944
SKU_051,240 X 40 ML,West,Bhiwandi CFA,0.513792
SKU_051,240 X 40 ML,West,Ahmedabad CFA,0.54528
SKU_052,1 X 50 LT,East,Kolkata CFA,0.08000000000000002
SKU_052,1 X 50 LT,East,Guwahati CFA,0
SKU_052,1 X 50 LT,East,Kanpur CFA,1.1199999999999999
SKU_052,1 X 50 LT,East,Jamshedpur CFA,0.12
SKU_052,1 X 50 LT,North,Rajpura CFA,0
SKU_052,1 X 50 LT,North,Haryana CFA,1
SKU_052,1 X 50 LT,South,Bangalore CFA,3.16
SKU_052,1 X 50 LT,South,Hyderabad CFA,3.04
SKU_052,1 X 50 LT,West,Bhiwandi CFA,10.36
SKU_052,1 X 50 LT,West,Ahmedabad CFA,3.5600000000000005
SKU_053,1 X 210 LT,East,Kolkata CFA,3.024
SKU_053,1 X 210 LT,East,Guwahati CFA,5.376
SKU_053,1 X 210 LT,East,Kanpur CFA,3.5280000000000005
SKU_053,1 X 210 LT,East,Jamshedpur CFA,7.224
SKU_053,1 X 210 LT,North,Rajpura CFA,6.384
SKU_053,1 X 210 LT,North,Haryana CFA,10.416
SKU_053,1 X 210 LT,South,Bangalore CFA,2.184
SKU_053,1 X 210 LT,South,Hyderabad CFA,2.016
SKU_053,1 X 210 LT,West,Bhiwandi CFA,11.088000000000001
SKU_053,1 X 210 LT,West,Ahmedabad CFA,4.872
SKU_054,1 X 20 LT,East,Kolkata CFA,2.4160000000000004
SKU_054,1 X 20 LT,East,Guwahati CFA,4.800000000000001
SKU_054,1 X 20 LT,East,Kanpur CFA,2.112
SKU_054,1 X 20 LT,East,Jamshedpur CFA,0.544
SKU_054,1 X 20 LT,North,Rajpura CFA,0.6080000000000001
SKU_054,1 X 20 LT,North,Haryana CFA,1.2000000000000002
SKU_054,1 X 20 LT,South,Bangalore CFA,3.3920000000000003
SKU_054,1 X 20 LT,South,Hyderabad CFA,3.888
SKU_054,1 X 20 LT,West,Bhiwandi CFA,1.968
SKU_054,1 X 20 LT,West,Ahmedabad CFA,5.2
SKU_055,1 X 7.5 LT,East,Kolkata CFA,0.07800000000000001
SKU_055,1 X 7.5 LT,East,Guwahati CFA,0.0068000000000000005
SKU_055,1 X 7.5 LT,East,Kanpur CFA,0.31800000000000006
SKU_055,1 X 7.5 LT,East,Jamshedpur CFA,0.126
SKU_055,1 X 7.5 LT,North,Rajpura CFA,0
SKU_055,1 X 7.5 LT,North,Haryana CFA,0
SKU_055,1 X 7.5 LT,South,Bangalore CFA,0.27599999999999997
SKU_055,1 X 7.5 LT,South,Hyderabad CFA,0.192
SKU_055,1 X 7.5 LT,West,Bhiwandi CFA,0.06
SKU_055,1 X 7.5 LT,West,Ahmedabad CFA,0
SKU_056,4 X 3 LT,East,Kolkata CFA,1.8864
SKU_056,4 X 3 LT,East,Guwahati CFA,3.945440000000001
SKU_056,4 X 3 LT,East,Kanpur CFA,0.588
SKU_056,4 X 3 LT,East,Jamshedpur CFA,0.192
SKU_056,4 X 3 LT,North,Rajpura CFA,0
SKU_056,4 X 3 LT,North,Haryana CFA,0.15360000000000001
SKU_056,4 X 3 LT,South,Bangalore CFA,2.0256000000000003
SKU_056,4 X 3 LT,South,Hyderabad CFA,0.06720000000000001
SKU_056,4 X 3 LT,West,Bhiwandi CFA,0.5472
SKU_056,4 X 3 LT,West,Ahmedabad CFA,0.25920000000000004
SKU_057,20 X 1 LT,East,Kolkata CFA,0.796
SKU_057,20 X 1 LT,East,Guwahati CFA,2.3016
SKU_057,20 X 1 LT,East,Kanpur CFA,2.5816
SKU_057,20 X 1 LT,East,Jamshedpur CFA,0.6104
SKU_057,20 X 1 LT,North,Rajpura CFA,4.5272
SKU_057,20 X 1 LT,North,Haryana CFA,6.999200000000001
SKU_057,20 X 1 LT,South,Bangalore CFA,3.1928
SKU_057,20 X 1 LT,South,Hyderabad CFA,3.48
SKU_057,20 X 1 LT,West,Bhiwandi CFA,3.4880000000000004
SKU_057,20 X 1 LT,West,Ahmedabad CFA,1.328
SKU_058,4 X 5 LT,East,Kolkata CFA,1.056
SKU_058,4 X 5 LT,East,Guwahati CFA,0.11200000000000002
SKU_058,4 X 5 LT,East,Kanpur CFA,0.9
SKU_058,4 X 5 LT,East,Jamshedpur CFA,0.38400000000000006
SKU_058,4 X 5 LT,North,Rajpura CFA,0
SKU_058,4 X 5 LT,North,Haryana CFA,0.46399999999999997
SKU_058,4 X 5 LT,South,Bangalore CFA,0.9279999999999999
SKU_058,4 X 5 LT,South,Hyderabad CFA,0.136
SKU_058,4 X 5 LT,West,Bhiwandi CFA,0.8
SKU_058,4 X 5 LT,West,Ahmedabad CFA,0.4
SKU_059,1 X 10 LT,East,Kolkata CFA,0
SKU_059,1 X 10 LT,East,Guwahati CFA,1.344
SKU_059,1 X 10 LT,East,Kanpur CFA,2.9120000000000004
SKU_059,1 X 10 LT,East,Jamshedpur CFA,0.24
SKU_059,1 X 10 LT,North,Rajpura CFA,0.944
SKU_059,1 X 10 LT,North,Haryana CFA,3.128
SKU_059,1 X 10 LT,South,Bangalore CFA,0.8560000000000001
SKU_059,1 X 10 LT,South,Hyderabad CFA,0.008
SKU_059,1 X 10 LT,West,Bhiwandi CFA,0.8720000000000001
SKU_059,1 X 10 LT,West,Ahmedabad CFA,0.20800000000000002
SKU_060,4 X 3.5 LT,East,Kolkata CFA,0.7504
SKU_060,4 X 3.5 LT,East,Guwahati CFA,0.9184
SKU_060,4 X 3.5 LT,East,Kanpur CFA,0.5656
SKU_060,4 X 3.5 LT,East,Jamshedpur CFA,0.08960000000000001
SKU_060,4 X 3.5 LT,North,Rajpura CFA,0.27999999999999997
SKU_060,4 X 3.5 LT,North,Haryana CFA,0
SKU_060,4 X 3.5 LT,South,Bangalore CFA,0.35568400000000006
SKU_060,4 X 3.5 LT,South,Hyderabad CFA,3.1724
SKU_060,4 X 3.5 LT,West,Bhiwandi CFA,0.011200000000000002
SKU_060,4 X 3.5 LT,West,Ahmedabad CFA,0.07840000000000001
SKU_061,10 X 1.2 LT,East,Kolkata CFA,1.6032000000000002
SKU_061,10 X 1.2 LT,East,Guwahati CFA,0.4032
SKU_061,10 X 1.2 LT,East,Kanpur CFA,3.84672
SKU_061,10 X 1.2 LT,East,Jamshedpur CFA,0.24960000000000002
SKU_061,10 X 1.2 LT,North,Rajpura CFA,0.43200000000000005
SKU_061,10 X 1.2 LT,North,Haryana CFA,1.45824
SKU_061,10 X 1.2 LT,South,Bangalore CFA,2.064
SKU_061,10 X 1.2 LT,South,Hyderabad CFA,1.8412800000000002
SKU_061,10 X 1.2 LT,West,Bhiwandi CFA,2.8800000000000003
SKU_061,10 X 1.2 LT,West,Ahmedabad CFA,0.1632
SKU_062,20 X 1 LT,East,Kolkata CFA,0.7328000000000001
SKU_062,20 X 1 LT,East,Guwahati CFA,1.8079999999999998
SKU_062,20 X 1 LT,East,Kanpur CFA,11.44
SKU_062,20 X 1 LT,East,Jamshedpur CFA,0.35200000000000004
SKU_062,20 X 1 LT,North,Rajpura CFA,1.2160000000000002
SKU_062,20 X 1 LT,North,Haryana CFA,0.944
SKU_062,20 X 1 LT,South,Bangalore CFA,7.356000000000001
SKU_062,20 X 1 LT,South,Hyderabad CFA,0.592
SKU_062,20 X 1 LT,West,Bhiwandi CFA,0.9279999999999999
SKU_062,20 X 1 LT,West,Ahmedabad CFA,1.6480000000000001
SKU_063,10 X 900 ML,East,Kolkata CFA,4.986000000000001
SKU_063,10 X 900 ML,East,Guwahati CFA,0.9216
SKU_063,10 X 900 ML,East,Kanpur CFA,4.119120000000001
SKU_063,10 X 900 ML,East,Jamshedpur CFA,1.1872800000000001
SKU_063,10 X 900 ML,North,Rajpura CFA,0
SKU_063,10 X 900 ML,North,Haryana CFA,1.6617600000000001
SKU_063,10 X 900 ML,South,Bangalore CFA,0
SKU_063,10 X 900 ML,South,Hyderabad CFA,0.5472
SKU_063,10 X 900 ML,West,Bhiwandi CFA,0.0077599999999999995
SKU_063,10 X 900 ML,West,Ahmedabad CFA,0.06480000000000001
SKU_064,1 X 210 LT,East,Kolkata CFA,0.336
SKU_064,1 X 210 LT,East,Guwahati CFA,0.504
SKU_064,1 X 210 LT,East,Kanpur CFA,0.672
SKU_064,1 X 210 LT,East,Jamshedpur CFA,1.344
SKU_064,1 X 210 LT,North,Rajpura CFA,1.6800000000000002
SKU_064,1 X 210 LT,North,Haryana CFA,4.2
SKU_064,1 X 210 LT,South,Bangalore CFA,4.5360000000000005
SKU_064,1 X 210 LT,South,Hyderabad CFA,2.184
SKU_064,1 X 210 LT,West,Bhiwandi CFA,2.016
SKU_064,1 X 210 LT,West,Ahmedabad CFA,4.2
SKU_065,20 X 1 LT,East,Kolkata CFA,1.136
SKU_065,20 X 1 LT,East,Guwahati CFA,0.8
SKU_065,20 X 1 LT,East,Kanpur CFA,0.4896000000000001
SKU_065,20 X 1 LT,East,Jamshedpur CFA,0.14880000000000002
SKU_065,20 X 1 LT,North,Rajpura CFA,0.8160000000000001
SKU_065,20 X 1 LT,North,Haryana CFA,0.44800000000000006
SKU_065,20 X 1 LT,South,Bangalore CFA,0.16000000000000003
SKU_065,20 X 1 LT,South,Hyderabad CFA,1.8984000000000003
SKU_065,20 X 1 LT,West,Bhiwandi CFA,0
SKU_065,20 X 1 LT,West,Ahmedabad CFA,0.17600000000000002
SKU_066,1 X 210 LT,East,Kolkata CFA,5.712
SKU_066,1 X 210 LT,East,Guwahati CFA,3.192
SKU_066,1 X 210 LT,East,Jamshedpur CFA,1.512
SKU_066,1 X 210 LT,North,Haryana CFA,2.8560000000000003
SKU_066,1 X 210 LT,South,Bangalore CFA,6.888
SKU_066,1 X 210 LT,South,Hyderabad CFA,5.5440000000000005
SKU_066,1 X 210 LT,West,Bhiwandi CFA,9.072000000000001
SKU_066,1 X 210 LT,West,Ahmedabad CFA,1.344
SKU_067,1 X 195 LT,East,Kolkata CFA,0.78
SKU_067,1 X 195 LT,East,Jamshedpur CFA,5.148
SKU_067,1 X 195 LT,North,Rajpura CFA,3.5880000000000005
SKU_067,1 X 195 LT,North,Haryana CFA,5.772
SKU_067,1 X 195 LT,South,Bangalore CFA,3.5880000000000005
SKU_067,1 X 195 LT,South,Hyderabad CFA,0.78
SKU_067,1 X 195 LT,West,Bhiwandi CFA,3.9000000000000004
SKU_067,1 X 195 LT,West,Ahmedabad CFA,2.9640000000000004
SKU_068,1 X 15 LT,East,Kolkata CFA,1.908
SKU_068,1 X 15 LT,East,Guwahati CFA,1.452
SKU_068,1 X 15 LT,East,Kanpur CFA,4.788
SKU_068,1 X 15 LT,East,Jamshedpur CFA,1.284
SKU_068,1 X 15 LT,North,Rajpura CFA,1.596
SKU_068,1 X 15 LT,North,Haryana CFA,1.62
SKU_068,1 X 15 LT,South,Bangalore CFA,1.836
SKU_068,1 X 15 LT,South,Hyderabad CFA,0.984
SKU_068,1 X 15 LT,West,Bhiwandi CFA,1.62
SKU_068,1 X 15 LT,West,Ahmedabad CFA,0.24
SKU_069,1 X 10 LT,East,Kolkata CFA,0
SKU_069,1 X 10 LT,East,Guwahati CFA,0.8480000000000001
SKU_069,1 X 10 LT,East,Kanpur CFA,0.68
SKU_069,1 X 10 LT,East,Jamshedpur CFA,0.96
SKU_069,1 X 10 LT,North,Rajpura CFA,0.18400000000000002
SKU_069,1 X 10 LT,North,Haryana CFA,1
SKU_069,1 X 10 LT,South,Bangalore CFA,1.6239999999999999
SKU_069,1 X 10 LT,South,Hyderabad CFA,0.9359999999999999
SKU_069,1 X 10 LT,West,Bhiwandi CFA,1.2240000000000002
SKU_069,1 X 10 LT,West,Ahmedabad CFA,0.32000000000000006
SKU_070,1 X 210 LT,East,Kolkata CFA,7.896
SKU_070,1 X 210 LT,East,Guwahati CFA,3.0240000000000005
SKU_070,1 X 210 LT,East,Kanpur CFA,1.848
SKU_070,1 X 210 LT,East,Jamshedpur CFA,4.032
SKU_070,1 X 210 LT,North,Rajpura CFA,6.552
SKU_070,1 X 210 LT,North,Haryana CFA,3.3600000000000003
SKU_070,1 X 210 LT,South,Bangalore CFA,4.704
SKU_070,1 X 210 LT,South,Hyderabad CFA,3.8640000000000003
SKU_070,1 X 210 LT,West,Bhiwandi CFA,0.336
SKU_070,1 X 210 LT,West,Ahmedabad CFA,0.336
SKU_071,4 X 3.5 LT,East,Kolkata CFA,0
SKU_071,4 X 3.5 LT,East,Guwahati CFA,2.6656
SKU_071,4 X 3.5 LT,East,Kanpur CFA,2.6740000000000004
SKU_071,4 X 3.5 LT,East,Jamshedpur CFA,0.08960000000000001
SKU_071,4 X 3.5 LT,North,Rajpura CFA,4.0544
SKU_071,4 X 3.5 LT,North,Haryana CFA,2.5172000000000003
SKU_071,4 X 3.5 LT,South,Bangalore CFA,0.6608
SKU_071,4 X 3.5 LT,South,Hyderabad CFA,0.36960000000000004
SKU_071,4 X 3.5 LT,West,Bhiwandi CFA,1.736
SKU_071,4 X 3.5 LT,West,Ahmedabad CFA,0.3472
SKU_072,1 X 210 LT,East,Kolkata CFA,0.8400000000000001
SKU_072,1 X 210 LT,East,Guwahati CFA,0.8400000000000001
SKU_072,1 X 210 LT,East,Kanpur CFA,2.352
SKU_072,1 X 210 LT,East,Jamshedpur CFA,1.512
SKU_072,1 X 210 LT,North,Rajpura CFA,1.6800000000000002
SKU_072,1 X 210 LT,North,Haryana CFA,6.720000000000001
SKU_072,1 X 210 LT,South,Bangalore CFA,6.216
SKU_072,1 X 210 LT,South,Hyderabad CFA,4.872
SKU_072,1 X 210 LT,West,Bhiwandi CFA,14.616
SKU_072,1 X 210 LT,West,Ahmedabad CFA,5.376
SKU_073,1 X 210 LT,East,Kolkata CFA,0
SKU_073,1 X 210 LT,East,Guwahati CFA,0
SKU_073,1 X 210 LT,East,Kanpur CFA,0.8400000000000001
SKU_073,1 X 210 LT,East,Jamshedpur CFA,0
SKU_073,1 X 210 LT,North,Rajpura CFA,0.672
SKU_073,1 X 210 LT,North,Haryana CFA,2.016
SKU_073,1 X 210 LT,South,Bangalore CFA,3.192
SKU_073,1 X 210 LT,South,Hyderabad CFA,2.52
SKU_073,1 X 210 LT,West,Bhiwandi CFA,0.168
SKU_073,1 X 210 LT,West,Ahmedabad CFA,1.848
SKU_074,1 X 210 LT,East,Kolkata CFA,2.016
SKU_074,1 X 210 LT,East,Guwahati CFA,2.688
SKU_074,1 X 210 LT,East,Kanpur CFA,1.008
SKU_074,1 X 210 LT,East,Jamshedpur CFA,0.672
SKU_074,1 X 210 LT,North,Rajpura CFA,0
SKU_074,1 X 210 LT,North,Haryana CFA,2.52
SKU_074,1 X 210 LT,South,Bangalore CFA,6.048000000000001
SKU_074,1 X 210 LT,South,Hyderabad CFA,6.552
SKU_074,1 X 210 LT,West,Bhiwandi CFA,4.704
SKU_074,1 X 210 LT,West,Ahmedabad CFA,0
SKU_075,10 X 1 LT,East,Kolkata CFA,3.168
SKU_075,10 X 1 LT,East,Guwahati CFA,0.25680000000000003
SKU_075,10 X 1 LT,East,Kanpur CFA,3.1888000000000005
SKU_075,10 X 1 LT,East,Jamshedpur CFA,0.296
SKU_075,10 X 1 LT,North,Rajpura CFA,0.064
SKU_075,10 X 1 LT,North,Haryana CFA,1.088
SKU_075,10 X 1 LT,South,Bangalore CFA,0.6864
SKU_075,10 X 1 LT,South,Hyderabad CFA,0.6632
SKU_075,10 X 1 LT,West,Bhiwandi CFA,0.752
SKU_075,10 X 1 LT,West,Ahmedabad CFA,0.008
SKU_076,1 X 195 LT,East,Kolkata CFA,0.9359999999999999
SKU_076,1 X 195 LT,East,Kanpur CFA,0.15600000000000003
SKU_076,1 X 195 LT,East,Jamshedpur CFA,0.9359999999999999
SKU_076,1 X 195 LT,North,Rajpura CFA,1.404
SKU_076,1 X 195 LT,North,Haryana CFA,3.4320000000000004
SKU_076,1 X 195 LT,South,Bangalore CFA,4.524
SKU_076,1 X 195 LT,South,Hyderabad CFA,1.56
SKU_076,1 X 195 LT,West,Bhiwandi CFA,3.4320000000000004
SKU_076,1 X 195 LT,West,Ahmedabad CFA,0
SKU_077,1 X 210 LT,East,Kolkata CFA,1.344
SKU_077,1 X 210 LT,East,Guwahati CFA,1.176
SKU_077,1 X 210 LT,East,Kanpur CFA,0.336
SKU_077,1 X 210 LT,East,Jamshedpur CFA,0.504
SKU_077,1 X 210 LT,North,Rajpura CFA,0
SKU_077,1 X 210 LT,North,Haryana CFA,5.208
SKU_077,1 X 210 LT,South,Bangalore CFA,1.008
SKU_077,1 X 210 LT,South,Hyderabad CFA,6.216
SKU_077,1 X 210 LT,West,Bhiwandi CFA,2.688
SKU_077,1 X 210 LT,West,Ahmedabad CFA,2.52
SKU_078,1 X 210 LT,East,Kolkata CFA,1.512
SKU_078,1 X 210 LT,East,Guwahati CFA,0.504
SKU_078,1 X 210 LT,East,Kanpur CFA,1.008
SKU_078,1 X 210 LT,East,Jamshedpur CFA,0.504
SKU_078,1 X 210 LT,North,Rajpura CFA,1.848
SKU_078,1 X 210 LT,North,Haryana CFA,3.5280000000000005
SKU_078,1 X 210 LT,South,Bangalore CFA,7.896000000000001
SKU_078,1 X 210 LT,South,Hyderabad CFA,2.856
SKU_078,1 X 210 LT,West,Bhiwandi CFA,2.52
SKU_078,1 X 210 LT,West,Ahmedabad CFA,1.512
SKU_079,4 X 5 LT,East,Kolkata CFA,0
SKU_079,4 X 5 LT,East,Guwahati CFA,0.41600000000000004
SKU_079,4 X 5 LT,East,Kanpur CFA,0.028000000000000004
SKU_079,4 X 5 LT,East,Jamshedpur CFA,0
SKU_079,4 X 5 LT,North,Rajpura CFA,0.08000000000000002
SKU_079,4 X 5 LT,North,Haryana CFA,0
SKU_079,4 X 5 LT,South,Bangalore CFA,0
SKU_079,4 X 5 LT,South,Hyderabad CFA,0.26
SKU_079,4 X 5 LT,West,Bhiwandi CFA,0
SKU_079,4 X 5 LT,West,Ahmedabad CFA,0.016
SKU_080,1 X 210 LT,East,Kolkata CFA,3.024
SKU_080,1 X 210 LT,East,Guwahati CFA,5.712
SKU_080,1 X 210 LT,East,Kanpur CFA,0.8400000000000001
SKU_080,1 X 210 LT,East,Jamshedpur CFA,1.848
SKU_080,1 X 210 LT,North,Rajpura CFA,1.176
SKU_080,1 X 210 LT,North,Haryana CFA,5.04
SKU_080,1 X 210 LT,South,Bangalore CFA,6.048
SKU_080,1 X 210 LT,South,Hyderabad CFA,0.168
SKU_080,1 X 210 LT,West,Bhiwandi CFA,0.168
SKU_080,1 X 210 LT,West,Ahmedabad CFA,2.352
SKU_081,1 X 10 LT,East,Kolkata CFA,0.8640000000000001
SKU_081,1 X 10 LT,East,Guwahati CFA,0.30400000000000005
SKU_081,1 X 10 LT,East,Kanpur CFA,4.216
SKU_081,1 X 10 LT,East,Jamshedpur CFA,0.5359999999999999
SKU_081,1 X 10 LT,North,Rajpura CFA,1.2000000000000002
SKU_081,1 X 10 LT,North,Haryana CFA,2.8240000000000003
SKU_081,1 X 10 LT,South,Bangalore CFA,0.944
SKU_081,1 X 10 LT,South,Hyderabad CFA,0.792
SKU_081,1 X 10 LT,West,Bhiwandi CFA,1.8719999999999999
SKU_081,1 X 10 LT,West,Ahmedabad CFA,1.4080000000000001
SKU_082,1 X 210 LT,East,Kolkata CFA,0.336
SKU_082,1 X 210 LT,East,Guwahati CFA,2.184
SKU_082,1 X 210 LT,East,Kanpur CFA,5.712
SKU_082,1 X 210 LT,East,Jamshedpur CFA,2.016
SKU_082,1 X 210 LT,North,Rajpura CFA,2.52
SKU_082,1 X 210 LT,North,Haryana CFA,2.184
SKU_082,1 X 210 LT,South,Bangalore CFA,1.512
SKU_082,1 X 210 LT,South,Hyderabad CFA,1.176
SKU_082,1 X 210 LT,West,Bhiwandi CFA,1.176
SKU_082,1 X 210 LT,West,Ahmedabad CFA,5.04
SKU_083,4 X 5 LT,East,Kolkata CFA,0.272
SKU_083,4 X 5 LT,East,Guwahati CFA,0.064
SKU_083,4 X 5 LT,East,Kanpur CFA,1.3840000000000001
SKU_083,4 X 5 LT,East,Jamshedpur CFA,0.08000000000000002
SKU_083,4 X 5 LT,North,Rajpura CFA,0
SKU_083,4 X 5 LT,North,Haryana CFA,4.048
SKU_083,4 X 5 LT,South,Bangalore CFA,0.756
SKU_083,4 X 5 LT,South,Hyderabad CFA,0.328
SKU_083,4 X 5 LT,West,Bhiwandi CFA,2.4160000000000004
SKU_083,4 X 5 LT,West,Ahmedabad CFA,0.784
SKU_084,4 X 4.5 LT,East,Kolkata CFA,0.4824
SKU_084,4 X 4.5 LT,East,Guwahati CFA,0.144
SKU_084,4 X 4.5 LT,East,Kanpur CFA,4.5576
SKU_084,4 X 4.5 LT,East,Jamshedpur CFA,0.1008
SKU_084,4 X 4.5 LT,North,Rajpura CFA,0
SKU_084,4 X 4.5 LT,North,Haryana CFA,3.942
SKU_084,4 X 4.5 LT,South,Bangalore CFA,0.3024
SKU_084,4 X 4.5 LT,South,Hyderabad CFA,0.2556
SKU_084,4 X 4.5 LT,West,Bhiwandi CFA,2.6208
SKU_084,4 X 4.5 LT,West,Ahmedabad CFA,2.1024000000000003
SKU_085,1 X 210 LT,East,Kolkata CFA,0
SKU_085,1 X 210 LT,East,Guwahati CFA,1.5120000000000002
SKU_085,1 X 210 LT,East,Kanpur CFA,1.344
SKU_085,1 X 210 LT,East,Jamshedpur CFA,0
SKU_085,1 X 210 LT,North,Rajpura CFA,1.008
SKU_085,1 X 210 LT,North,Haryana CFA,2.184
SKU_085,1 X 210 LT,South,Bangalore CFA,6.552
SKU_085,1 X 210 LT,South,Hyderabad CFA,0.8400000000000001
SKU_085,1 X 210 LT,West,Bhiwandi CFA,4.032
SKU_085,1 X 210 LT,West,Ahmedabad CFA,1.848
SKU_086,20 X 800 ML,East,Kolkata CFA,0.8320000000000001
SKU_086,20 X 800 ML,East,Guwahati CFA,0.44800000000000006
SKU_086,20 X 800 ML,East,Kanpur CFA,1.0752
SKU_086,20 X 800 ML,East,Jamshedpur CFA,0.30720000000000003
SKU_086,20 X 800 ML,North,Rajpura CFA,2.5088000000000004
SKU_086,20 X 800 ML,North,Haryana CFA,8.58752
SKU_086,20 X 800 ML,South,Bangalore CFA,1.67168
SKU_086,20 X 800 ML,South,Hyderabad CFA,7.7152
SKU_086,20 X 800 ML,West,Bhiwandi CFA,3.530240000000001
SKU_086,20 X 800 ML,West,Ahmedabad CFA,1.0879999999999999
SKU_087,1 X 210 LT,East,Kolkata CFA,0.168
SKU_087,1 X 210 LT,East,Kanpur CFA,3.192
SKU_087,1 X 210 LT,East,Jamshedpur CFA,0.336
SKU_087,1 X 210 LT,North,Rajpura CFA,2.184
SKU_087,1 X 210 LT,North,Haryana CFA,10.08
SKU_087,1 X 210 LT,South,Bangalore CFA,3.0240000000000005
SKU_087,1 X 210 LT,South,Hyderabad CFA,3.8640000000000003
SKU_087,1 X 210 LT,West,Bhiwandi CFA,2.52
SKU_087,1 X 210 LT,West,Ahmedabad CFA,0.8400000000000001
SKU_088,1 X 210 LT,East,Kolkata CFA,0.8400000000000001
SKU_088,1 X 210 LT,East,Kanpur CFA,0.336
SKU_088,1 X 210 LT,East,Jamshedpur CFA,3.024
SKU_088,1 X 210 LT,North,Rajpura CFA,0.504
SKU_088,1 X 210 LT,North,Haryana CFA,5.04
SKU_088,1 X 210 LT,South,Bangalore CFA,3.5280000000000005
SKU_088,1 X 210 LT,South,Hyderabad CFA,0
SKU_088,1 X 210 LT,West,Bhiwandi CFA,1.008
SKU_088,1 X 210 LT,West,Ahmedabad CFA,2.688
SKU_089,1 X 210 LT,East,Kolkata CFA,2.856
SKU_089,1 X 210 LT,North,Rajpura CFA,0.672
SKU_089,1 X 210 LT,North,Haryana CFA,0
SKU_089,1 X 210 LT,South,Bangalore CFA,1.344
SKU_089,1 X 210 LT,South,Hyderabad CFA,1.512
SKU_089,1 X 210 LT,West,Bhiwandi CFA,1.344
SKU_089,1 X 210 LT,West,Ahmedabad CFA,0
SKU_090,4 X 3.5 LT,East,Kolkata CFA,2.4920000000000004
SKU_090,4 X 3.5 LT,East,Guwahati CFA,4.043200000000001
SKU_090,4 X 3.5 LT,East,Kanpur CFA,1.344
SKU_090,4 X 3.5 LT,East,Jamshedpur CFA,0.4032
